Name,GoalKeeping,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
John Hall,55.8,57.0,55.0,50.0,55.0,62.0
Casper Höjer Nielsen,12.4,11.0,14.0,14.0,12.0,11.0
Gwon Jin Yeong,12.0,11.0,6.0,14.0,14.0,15.0
Julian Büscher,13.4,15.0,14.0,11.0,15.0,12.0
Charlie Grainger,57.0,57.0,58.0,59.0,54.0,57.0
Joseph Chalmers,10.2,13.0,11.0,15.0,6.0,6.0
Kieran Wallace,10.8,11.0,10.0,11.0,14.0,8.0
Murtadha Al Burayh,9.8,11.0,8.0,14.0,8.0,8.0
Areli Hernández,9.6,10.0,9.0,7.0,15.0,7.0
Casper Nielsen,12.0,11.0,12.0,12.0,12.0,13.0
Lasse Nilsen,8.6,6.0,6.0,10.0,8.0,13.0
Ivan Lucic,54.4,59.0,56.0,53.0,47.0,57.0
Mitch Oxborrow,8.6,6.0,8.0,7.0,10.0,12.0
Kwabena Appiah,8.6,13.0,6.0,8.0,7.0,9.0
Michael Barker,10.6,15.0,12.0,10.0,7.0,9.0
John Kavanagh,12.0,15.0,14.0,9.0,8.0,14.0
Pierce Sweeney,11.2,7.0,8.0,15.0,14.0,12.0
Shay McCartan,8.8,7.0,7.0,11.0,8.0,11.0
Danny Morrissey,11.0,16.0,15.0,7.0,10.0,7.0
Hugh Douglas,11.6,12.0,16.0,8.0,9.0,13.0
Clément Diop,55.4,57.0,58.0,49.0,53.0,60.0
Frederik Due,56.2,55.0,55.0,61.0,50.0,60.0
Remi Matthews,57.0,53.0,62.0,56.0,55.0,59.0
Kevin Devaney,10.6,12.0,6.0,13.0,12.0,10.0
Aaron Amadi-Holloway,9.8,12.0,15.0,7.0,8.0,7.0
Alexander Lundin,56.6,58.0,55.0,56.0,57.0,57.0
John Sullivan,10.4,15.0,12.0,6.0,10.0,9.0
Yusuf Mersin,56.4,58.0,57.0,56.0,52.0,59.0
David Cawley,8.8,6.0,6.0,11.0,11.0,10.0
Marc Warren,13.2,14.0,13.0,14.0,16.0,9.0
Eoin Wearen,12.2,14.0,16.0,8.0,8.0,15.0
Shinichiro Kawamata,57.2,56.0,59.0,55.0,52.0,64.0
Ahmed Al Suhail,12.8,15.0,8.0,13.0,12.0,16.0
Danny Andrew,8.0,6.0,10.0,10.0,8.0,6.0
Scot Bennett,9.0,1.0,12.0,15.0,16.0,1.0
Gabriel Sava,57.0,58.0,59.0,55.0,56.0,57.0
Gauthier Pinaud,7.4,8.0,6.0,6.0,6.0,11.0
Paul Sinnott,11.4,8.0,7.0,16.0,16.0,10.0
Karl Moore,11.0,16.0,12.0,10.0,6.0,11.0
Bartłomiej Sielewski,10.4,6.0,8.0,12.0,14.0,12.0
Ivan Necevski,55.2,60.0,59.0,50.0,48.0,59.0
Marco Perchtold,11.2,6.0,13.0,11.0,10.0,16.0
Tomislav Arčaba,57.4,58.0,61.0,53.0,55.0,60.0
Yang Dong Won,57.4,59.0,54.0,62.0,53.0,59.0
Mateusz Bąk,55.8,59.0,57.0,53.0,54.0,56.0
David Pipe,12.8,15.0,12.0,14.0,16.0,7.0
Steve Collis,56.8,57.0,61.0,60.0,55.0,51.0
Daniel Andersson,54.0,66.0,50.0,48.0,51.0,55.0
Mike da Fonte,12.8,12.0,15.0,8.0,14.0,15.0
Lee You Hyeon,8.6,6.0,6.0,9.0,9.0,13.0
Lim Min Hyeok,54.4,54.0,54.0,54.0,52.0,58.0
Matt Bersano,55.8,54.0,56.0,60.0,51.0,58.0
Kevin Lankford,11.8,13.0,12.0,8.0,11.0,15.0
Julien Masson,8.8,8.0,9.0,6.0,10.0,11.0
Danny Deakin,10.4,12.0,14.0,11.0,8.0,7.0
Nicolás Astete,10.0,8.0,6.0,13.0,10.0,13.0
Matej Dekovic,10.2,6.0,10.0,11.0,14.0,10.0
Aleksandr Bukachev,10.0,11.0,8.0,13.0,8.0,10.0
Renat Fayzulin,11.0,13.0,15.0,12.0,6.0,9.0
Moisés Galé,9.8,11.0,6.0,12.0,14.0,6.0
Miguel Ortega,55.6,55.0,56.0,56.0,54.0,57.0
Kei Chinen,9.0,11.0,5.0,8.0,11.0,10.0
Carlos Rojas,10.2,14.0,6.0,14.0,10.0,7.0
Daniel Muñoz,9.2,7.0,7.0,12.0,14.0,6.0
Cristian Carletti,12.4,10.0,9.0,14.0,15.0,14.0
Marko Pejić,9.6,10.0,11.0,7.0,5.0,15.0
Alberto Dossena,10.8,14.0,11.0,13.0,8.0,8.0
Katsuya Nagato,9.0,7.0,7.0,6.0,14.0,11.0
Jerónimo Pourtau,56.8,53.0,56.0,55.0,58.0,62.0
Tin Plavotic,12.0,8.0,12.0,13.0,12.0,15.0
Berat Delihasan,10.8,10.0,11.0,9.0,11.0,13.0
Evans Osei,8.8,8.0,9.0,9.0,7.0,11.0
Christian Stark,9.0,8.0,14.0,12.0,6.0,5.0
Egor Chernyshov,12.2,14.0,11.0,10.0,13.0,13.0
Ryo Takano,9.2,12.0,13.0,6.0,10.0,5.0
Hirotsugu Nakabayashi,58.0,52.0,59.0,66.0,54.0,59.0
Slobodan Vuk,10.6,8.0,15.0,13.0,9.0,8.0
Joe Holland,10.6,10.0,14.0,10.0,10.0,9.0
Germán Berterame,12.2,12.0,12.0,13.0,10.0,14.0
Hicham Benkaid,11.2,10.0,12.0,15.0,8.0,11.0
Nick Depuy,9.2,5.0,7.0,14.0,9.0,11.0
Rennico Clarke,9.8,12.0,9.0,13.0,8.0,7.0
Doğuş Can İncedere,11.2,11.0,14.0,11.0,10.0,10.0
Cristian Gorgerino,10.2,12.0,13.0,10.0,8.0,8.0
Óscar Cabezas,11.2,8.0,8.0,11.0,14.0,15.0
Lee Myeong Geon,8.0,8.0,6.0,6.0,7.0,13.0
Berat Şahiner,11.4,12.0,14.0,8.0,14.0,9.0
Matt Van Oekel,57.4,51.0,58.0,68.0,55.0,55.0
Tomás Attis,9.8,11.0,6.0,8.0,10.0,14.0
Amadou Coulibaly,9.2,10.0,8.0,10.0,8.0,10.0
Mikael Anderson,11.8,13.0,14.0,6.0,14.0,12.0
Davinson Lemus,7.4,6.0,9.0,6.0,10.0,6.0
Osamu Henry Iyoha,10.6,12.0,9.0,12.0,7.0,13.0
Patryk Klimala,10.0,7.0,14.0,8.0,9.0,12.0
Leonel Rivas,11.4,11.0,14.0,12.0,10.0,10.0
Ellery Balcombe,55.0,59.0,53.0,53.0,56.0,54.0
Julius Kade,9.0,14.0,6.0,9.0,6.0,10.0
Anderson Machado,7.2,7.0,9.0,7.0,7.0,6.0
Jan-Ole Sievers,54.4,54.0,60.0,49.0,52.0,57.0
Mustapha Bundu,7.4,7.0,6.0,10.0,7.0,7.0
Sandro Kulenović,10.8,14.0,8.0,15.0,6.0,11.0
Ricardo Velazco,10.6,10.0,12.0,13.0,10.0,8.0
Marc Vito,54.6,51.0,56.0,51.0,55.0,60.0
Victor Mouangue,7.4,5.0,6.0,6.0,11.0,9.0
Juan Bolado,55.0,41.0,68.0,47.0,55.0,64.0
Daniel Batty,10.0,7.0,9.0,10.0,12.0,12.0
Kyle Duncan,11.2,13.0,15.0,9.0,14.0,5.0
Ferris N'Goma,9.2,14.0,10.0,6.0,7.0,9.0
Abdulaziz Al Aryani,10.4,11.0,8.0,6.0,14.0,13.0
Sebastián Lomónaco,11.0,13.0,9.0,11.0,10.0,12.0
Thomas Elsebutangen,8.6,6.0,9.0,6.0,13.0,9.0
Magnus Grødem,9.2,11.0,9.0,9.0,5.0,12.0
Michelle Benítez,8.8,5.0,13.0,11.0,10.0,5.0
Tomás Alarcón,9.8,15.0,7.0,6.0,14.0,7.0
Tommaso Equizi,11.2,10.0,13.0,9.0,11.0,13.0
Fernando Quiroz,8.4,12.0,10.0,8.0,6.0,6.0
Michalis Iliadis,56.0,59.0,54.0,52.0,57.0,58.0
Brandon Thomas-Asante,9.2,15.0,11.0,6.0,9.0,5.0
Andrew Osei-Bonsu,12.2,14.0,15.0,15.0,7.0,10.0
Meshal Khalaf Al Shammari,9.2,6.0,8.0,13.0,8.0,11.0
Marcelo Salinas-Paulino,58.6,55.0,58.0,66.0,54.0,60.0
Thijs Dekker,10.0,5.0,13.0,9.0,13.0,10.0
Patrick Maneschijn,12.0,8.0,13.0,15.0,13.0,11.0
Fareed Al Harbi,8.0,7.0,6.0,13.0,9.0,5.0
Francisco Venegas,9.0,9.0,15.0,6.0,8.0,7.0
Dani Koks,11.0,8.0,13.0,12.0,15.0,7.0
Andrey Krasnov,9.4,5.0,14.0,12.0,6.0,10.0
Emanuel Sakic,9.8,11.0,8.0,11.0,7.0,12.0
Ofir Mizrahi,9.6,7.0,13.0,9.0,6.0,13.0
Tommaso Silvestri,11.2,15.0,12.0,13.0,10.0,6.0
Joran Triest,11.8,12.0,11.0,11.0,15.0,10.0
Patrick Schmidt,10.2,10.0,6.0,11.0,14.0,10.0
Abel Franssen,7.6,7.0,11.0,6.0,9.0,5.0
Daniel Thur,10.0,11.0,12.0,8.0,11.0,8.0
Álvaro Ogalde,57.0,55.0,60.0,58.0,55.0,57.0
Daan Heymans,10.0,12.0,5.0,14.0,13.0,6.0
Anton Fagerström,56.4,54.0,59.0,55.0,57.0,57.0
Agustín Cedrés,9.2,6.0,12.0,9.0,10.0,9.0
Addison Garnett,12.4,15.0,13.0,11.0,12.0,11.0
Park Tae Hwan,8.6,8.0,11.0,10.0,6.0,8.0
Ryusuke Sakai,7.6,6.0,14.0,5.0,6.0,7.0
Cameron Pring,11.4,10.0,13.0,12.0,14.0,8.0
Taylan Duman,10.8,14.0,13.0,8.0,11.0,8.0
Nick Feely,55.0,56.0,59.0,52.0,52.0,56.0
Jordan Lotomba,11.6,9.0,12.0,9.0,15.0,13.0
Leon Bätge,55.8,52.0,57.0,56.0,54.0,60.0
Sebastian Grønning,8.6,7.0,5.0,15.0,10.0,6.0
Mikkel Jespersen,11.4,10.0,13.0,13.0,11.0,10.0
Niklas Landgraf,10.4,11.0,6.0,9.0,13.0,13.0
Declan Rice,9.4,5.0,8.0,14.0,11.0,9.0
Gloire Rutikanga,10.0,15.0,11.0,8.0,5.0,11.0
Corey Jordan,11.2,15.0,12.0,5.0,14.0,10.0
Sam Surridge,10.6,13.0,10.0,7.0,8.0,15.0
Nicolás Minutella,8.0,8.0,6.0,8.0,10.0,8.0
Nicolás Herranz,11.0,15.0,7.0,11.0,7.0,15.0
Felix Beiersdorf,8.0,7.0,13.0,5.0,8.0,7.0
Sami Al Najai,7.6,9.0,8.0,8.0,7.0,6.0
Eray Cümart,6.4,7.0,6.0,5.0,8.0,6.0
Jens Petter Hauge,9.4,9.0,9.0,14.0,7.0,8.0
Alessandro Rossi,8.4,10.0,7.0,14.0,5.0,6.0
Yannick Verbist,55.6,47.0,60.0,49.0,62.0,60.0
Juan Valencia,9.6,6.0,12.0,12.0,8.0,10.0
Sigurd Haugen,10.8,11.0,11.0,8.0,12.0,12.0
Masayuki Yamada,8.8,6.0,8.0,6.0,10.0,14.0
Alex Samizadeh,10.2,5.0,11.0,10.0,15.0,10.0
Jonathan Larsson,10.2,14.0,5.0,11.0,7.0,14.0
Ramón Mierez,9.0,6.0,9.0,12.0,5.0,13.0
Darragh Leahy,8.4,11.0,7.0,6.0,12.0,6.0
Michael Sandoval,12.2,13.0,8.0,12.0,13.0,15.0
Kim Si Woo,9.4,14.0,6.0,7.0,12.0,8.0
Kip Colvey,10.0,14.0,8.0,10.0,7.0,11.0
Andre Rawls,58.4,53.0,58.0,67.0,56.0,58.0
Chris Mepham,11.6,14.0,10.0,12.0,10.0,12.0
Lee Rae Joon,8.4,6.0,15.0,8.0,7.0,6.0
Diego Bravo,8.0,6.0,7.0,7.0,13.0,7.0
Santiago Lebus,9.0,5.0,7.0,7.0,13.0,13.0
Matías Blengio,54.0,47.0,61.0,51.0,53.0,58.0
Jonathan Augustinsson,9.4,14.0,8.0,12.0,7.0,6.0
Kazunari Hosaka,9.6,9.0,8.0,13.0,7.0,11.0
Kosuke Okanishi,55.2,55.0,59.0,53.0,55.0,54.0
Hiroki Oka,54.4,62.0,54.0,52.0,45.0,59.0
Kaito Anzai,8.4,7.0,8.0,5.0,12.0,10.0
Naoki Otani,9.6,13.0,14.0,7.0,6.0,8.0
Wataru Sasaki,10.4,8.0,7.0,11.0,14.0,12.0
Daiki Ogawa,9.6,11.0,10.0,7.0,7.0,13.0
Teruaki Kobayashi,11.2,12.0,13.0,11.0,11.0,9.0
Fahad Ghazi,6.6,6.0,5.0,5.0,6.0,11.0
Sebastián Balmaceda,8.6,8.0,13.0,6.0,8.0,8.0
Go Ito,55.4,45.0,64.0,53.0,56.0,59.0
Yuji Kajikawa,56.2,52.0,54.0,63.0,53.0,59.0
Yuki Kato,56.4,58.0,54.0,53.0,58.0,59.0
Asahi Yada,10.4,6.0,7.0,14.0,14.0,11.0
Uduak Cyril Idemokon,10.8,11.0,13.0,10.0,6.0,14.0
Yohei Takeda,55.8,59.0,58.0,56.0,52.0,54.0
Carlos Paez,10.2,8.0,10.0,7.0,13.0,13.0
Callum Chettle,10.6,10.0,12.0,10.0,11.0,10.0
Luke Maxwell,7.8,10.0,6.0,6.0,10.0,7.0
Paul Murphy,10.6,14.0,11.0,7.0,14.0,7.0
Antony Ranieri,8.4,9.0,10.0,6.0,9.0,8.0
Jefferson Angulo,11.4,13.0,12.0,12.0,9.0,11.0
Teddy Bergqvist,9.6,5.0,12.0,12.0,11.0,8.0
Jordan Nicholson,8.0,9.0,12.0,8.0,5.0,6.0
Dawid Szymonowicz,9.8,9.0,11.0,8.0,6.0,15.0
Mason Stajduhar,56.6,53.0,59.0,62.0,54.0,55.0
Mohammed Hassan Asiri,54.8,56.0,54.0,51.0,56.0,57.0
Jamie Cobain,11.6,14.0,9.0,10.0,12.0,13.0
George Dowling,9.8,9.0,8.0,10.0,11.0,11.0
Ricardo Cruz,10.8,9.0,13.0,8.0,14.0,10.0
Yerko Urra,56.2,54.0,53.0,57.0,55.0,62.0
Lee Grace,9.2,7.0,13.0,6.0,14.0,6.0
Chris Kenny,11.0,11.0,7.0,15.0,15.0,7.0
Jhon Lucumi,8.4,8.0,6.0,10.0,11.0,7.0
Anton Maikkula,11.4,12.0,12.0,8.0,11.0,14.0
Sebastian Pedersen,9.2,8.0,8.0,11.0,9.0,10.0
Ibrahima Sissoko,10.4,11.0,11.0,14.0,5.0,11.0
Victor Nirennold,9.4,7.0,7.0,11.0,14.0,8.0
Logan Rogerson,10.0,7.0,6.0,13.0,11.0,13.0
Trevoh Chalobah,7.0,9.0,5.0,9.0,5.0,7.0
Josh Robson,8.0,13.0,6.0,5.0,11.0,5.0
Regan Charles-Cook,8.4,8.0,7.0,8.0,11.0,8.0
Erlend Dahl Reitan,10.4,11.0,11.0,11.0,8.0,11.0
Andrew Fox,9.6,14.0,5.0,7.0,12.0,10.0
Ismaïl Haddou,11.6,9.0,10.0,14.0,14.0,11.0
Neydson,55.6,52.0,60.0,50.0,52.0,64.0
Adil Azbague,8.4,6.0,6.0,10.0,9.0,11.0
Enzo Marteiro,10.0,13.0,12.0,9.0,8.0,8.0
Vitaliy Shilnikov,55.4,51.0,57.0,58.0,48.0,63.0
Lawrence Ati,53.8,56.0,58.0,47.0,47.0,61.0
Eliseo Miranda,12.8,14.0,14.0,10.0,14.0,12.0
Ali Al Bulayhi,11.2,14.0,13.0,8.0,11.0,10.0
Victor Gálvez,52.4,50.0,53.0,49.0,54.0,56.0
Fabian Schubert,10.0,7.0,9.0,8.0,13.0,13.0
Riyadh Sharahili,11.2,14.0,10.0,10.0,15.0,7.0
Mathew Stevens,8.8,12.0,6.0,8.0,10.0,8.0
Lawson Sabah,8.8,12.0,8.0,7.0,5.0,12.0
Frederik Lauenborg,9.8,8.0,12.0,9.0,6.0,14.0
Alan Chaparro,56.0,54.0,58.0,59.0,53.0,56.0
Louis Rooney,7.6,9.0,6.0,9.0,6.0,8.0
Luca de la Torre,10.8,7.0,11.0,12.0,14.0,10.0
Ryheem Sheckleford,10.2,8.0,11.0,9.0,13.0,10.0
Moustafa Zeidan,12.2,13.0,12.0,10.0,12.0,14.0
Jake Mulraney,8.8,6.0,6.0,11.0,10.0,11.0
Tjorven Melens,10.0,7.0,7.0,14.0,13.0,9.0
Moussa Diallo,12.2,14.0,13.0,12.0,8.0,14.0
Oliver Abildgaard,10.2,11.0,11.0,10.0,9.0,10.0
Oskar Buur,10.2,16.0,6.0,14.0,9.0,6.0
Norman Peyretti,10.0,9.0,12.0,12.0,10.0,7.0
Sven Joss,12.2,13.0,12.0,8.0,13.0,15.0
Marcel Engelhardt,55.4,52.0,55.0,55.0,55.0,60.0
Remo Arnold,12.0,10.0,10.0,13.0,15.0,12.0
Ali Lajami,11.6,14.0,9.0,9.0,14.0,12.0
Santiago Ruiz,10.2,12.0,9.0,8.0,13.0,9.0
Carlos Riascos,12.0,12.0,16.0,10.0,12.0,10.0
Raimundo Rebolledo,11.0,9.0,8.0,13.0,13.0,12.0
Mason Warren,13.2,16.0,15.0,15.0,6.0,14.0
Daniel Iversen,55.8,50.0,62.0,59.0,50.0,58.0
Tahvon Campbell,12.2,14.0,10.0,14.0,12.0,11.0
Jørgen Hatlehol,9.8,15.0,7.0,6.0,11.0,10.0
Marius Østvold,11.8,15.0,9.0,11.0,15.0,9.0
Sultan Al Ghamdi,55.4,53.0,54.0,56.0,55.0,59.0
Matías Herrera,55.0,49.0,59.0,61.0,49.0,57.0
Nicolas Lemaître,56.4,54.0,61.0,56.0,52.0,59.0
Mansour Jawhar,55.0,57.0,54.0,53.0,57.0,54.0
Khalid Shakhtiev,12.6,15.0,13.0,14.0,8.0,13.0
Ronan Curtis,11.6,14.0,10.0,12.0,14.0,8.0
Kim Tae Ho,54.6,55.0,58.0,54.0,47.0,59.0
Agustín Pascucci,14.2,15.0,13.0,15.0,15.0,13.0
Tobias Salquist,11.0,11.0,10.0,14.0,8.0,12.0
Facundo Altamirano,53.8,43.0,59.0,51.0,54.0,62.0
Hamilton Valencia,10.2,8.0,11.0,16.0,6.0,10.0
Mitchell Dickenson,11.0,13.0,7.0,8.0,12.0,15.0
Jermaine Hylton,11.2,13.0,11.0,7.0,13.0,12.0
Michael Jahn,11.6,6.0,10.0,16.0,11.0,15.0
Mohamed Zeroual,11.4,7.0,13.0,13.0,13.0,11.0
Matthew McInally,11.4,11.0,11.0,12.0,15.0,8.0
Oliver Pain,57.6,59.0,61.0,57.0,50.0,61.0
Nico Empen,11.4,12.0,13.0,7.0,9.0,16.0
Jonathan Tamimi,10.0,15.0,9.0,9.0,10.0,7.0
Ross MacLean,10.0,16.0,10.0,10.0,7.0,7.0
Juan Jiménez,55.2,56.0,57.0,56.0,52.0,55.0
David O'Sullivan,10.4,10.0,8.0,9.0,15.0,10.0
Marc Bola,12.8,16.0,10.0,6.0,16.0,16.0
George Blackwood,8.6,9.0,10.0,11.0,6.0,7.0
Ali Al Ahsai,55.4,57.0,59.0,52.0,55.0,54.0
Louis Ramsay,11.0,7.0,9.0,15.0,9.0,15.0
Deimantas Petravičius,12.0,14.0,15.0,11.0,11.0,9.0
Esteban Ruiz,54.0,58.0,60.0,49.0,44.0,59.0
Dimitar Mitov,55.2,51.0,63.0,53.0,54.0,55.0
Jonathan Edwards,9.8,8.0,7.0,12.0,6.0,16.0
Xavier Lenogue,54.6,48.0,63.0,55.0,54.0,53.0
Giuseppe Scalera,10.4,7.0,8.0,7.0,16.0,14.0
Marc Marino,10.8,15.0,14.0,6.0,8.0,11.0
Scott Wright,11.4,7.0,10.0,10.0,14.0,16.0
Dom Telford,14.0,13.0,13.0,15.0,13.0,16.0
Moustapha Beye,9.2,14.0,7.0,10.0,6.0,9.0
Greg Docherty,12.0,12.0,11.0,8.0,16.0,13.0
Leonardo Figueroa,56.2,52.0,59.0,62.0,52.0,56.0
Muhammed Kayaroglu,10.0,12.0,9.0,13.0,6.0,10.0
Jakub Mrozik,13.4,10.0,12.0,15.0,15.0,15.0
Stefan Umjenović,12.4,15.0,15.0,12.0,11.0,9.0
Svenn Crone,11.8,13.0,9.0,10.0,15.0,12.0
Joe McDonnell,54.4,55.0,54.0,50.0,55.0,58.0
George Maris,12.6,10.0,13.0,15.0,13.0,12.0
David Sauerland,10.4,6.0,11.0,14.0,9.0,12.0
Guillaume Lesec,54.8,54.0,57.0,54.0,51.0,58.0
Hussain Al Shaikh,11.8,15.0,13.0,12.0,7.0,12.0
David Olsson,55.0,54.0,55.0,55.0,58.0,53.0
Magnus Pedersen,12.2,13.0,15.0,10.0,8.0,15.0
Jack Cowgill,10.6,13.0,11.0,13.0,8.0,8.0
George Cooper,11.6,11.0,7.0,11.0,13.0,16.0
Runar Runarsson,55.8,55.0,58.0,55.0,54.0,57.0
Harry Isted,55.0,50.0,60.0,54.0,54.0,57.0
Yones Felfel,12.4,15.0,12.0,11.0,12.0,12.0
Jens Rinke,54.8,52.0,60.0,53.0,52.0,57.0
Ilter Ayyildiz,10.6,9.0,10.0,12.0,15.0,7.0
Jalen Robinson,11.6,14.0,15.0,11.0,8.0,10.0
Johan Brattberg,55.2,57.0,53.0,52.0,59.0,55.0
Kevin Martin,55.4,54.0,60.0,48.0,53.0,62.0
Igor Lasicki,11.2,10.0,13.0,11.0,12.0,10.0
Francesco Di Mariano,11.2,15.0,7.0,14.0,13.0,7.0
Jacob Barrett Laursen,12.6,12.0,9.0,16.0,12.0,14.0
Nils-Jonathan Körber,54.8,55.0,59.0,50.0,53.0,57.0
Casper Olesen,9.4,6.0,13.0,10.0,11.0,7.0
Caolan McAleer,13.0,13.0,12.0,15.0,13.0,12.0
Daniel Byrne,10.6,6.0,14.0,12.0,8.0,13.0
Alex Rufer,11.8,15.0,13.0,10.0,10.0,11.0
Danijel Nizic,54.2,50.0,58.0,53.0,53.0,57.0
Shane Griffin,10.8,10.0,10.0,9.0,14.0,11.0
Jorge Calderón,11.8,10.0,11.0,14.0,8.0,16.0
Joe Lumley,55.4,50.0,56.0,56.0,59.0,56.0
Kealan Dillon,11.4,8.0,9.0,14.0,10.0,16.0
Connor Randall,9.2,6.0,13.0,9.0,6.0,12.0
Alex Kenyon,12.8,13.0,14.0,10.0,13.0,14.0
Turki Ahmed Al Khudair,11.4,13.0,13.0,10.0,10.0,11.0
Antonino Daí,7.8,6.0,6.0,6.0,6.0,15.0
Ryan Scully,54.6,54.0,59.0,50.0,53.0,57.0
Bradley Barry,8.6,9.0,6.0,7.0,11.0,10.0
Joshua Daniels,9.4,9.0,12.0,6.0,10.0,10.0
Luis Sotomayor,54.8,54.0,58.0,54.0,53.0,55.0
Paul Mullin,9.6,9.0,14.0,10.0,8.0,7.0
Oscar Suárez,8.8,9.0,6.0,8.0,6.0,15.0
James Weir,9.6,8.0,15.0,8.0,6.0,11.0
Dion Conroy,9.8,12.0,9.0,13.0,6.0,9.0
Robert Cornwall,11.4,10.0,11.0,11.0,10.0,15.0
Stepan Rebenko,10.2,8.0,15.0,8.0,7.0,13.0
Dillon Barnes,55.2,53.0,59.0,50.0,51.0,63.0
Nouh Al Mousa,11.8,9.0,12.0,12.0,15.0,11.0
Bartosz Kwiecień,12.6,12.0,14.0,10.0,13.0,14.0
Bryn Morris,10.4,8.0,14.0,7.0,7.0,16.0
Luke Coulson,11.4,12.0,6.0,9.0,16.0,14.0
Charlie Burns,54.4,56.0,57.0,50.0,54.0,55.0
Jakub Miszczuk,54.6,51.0,58.0,54.0,51.0,59.0
Mohammed Al Taweel,55.8,52.0,56.0,62.0,51.0,58.0
Lucas Hägg-Johansson,55.8,57.0,55.0,57.0,56.0,54.0
Francesco Pacini,53.2,49.0,58.0,45.0,54.0,60.0
Mubarak Al Sultan,14.2,15.0,12.0,14.0,15.0,15.0
Sultan Al Dossari,12.6,12.0,16.0,10.0,12.0,13.0
Wladimiro Falcone,56.2,53.0,57.0,55.0,58.0,58.0
Kieran Kennedy,10.6,9.0,9.0,8.0,11.0,16.0
Mohammed Majrashi,11.4,12.0,9.0,15.0,14.0,7.0
Matt Acton,56.0,53.0,61.0,56.0,48.0,62.0
Joachim Osvold,9.8,12.0,8.0,9.0,14.0,6.0
Fahad Mohammed Al Munaif,10.4,11.0,14.0,10.0,8.0,9.0
Soliman Sofyani,55.6,57.0,59.0,53.0,50.0,59.0
Lewis Hawkins,11.8,11.0,13.0,13.0,9.0,13.0
Ger Pender,13.2,16.0,15.0,15.0,8.0,12.0
Theo Wharton,12.4,16.0,14.0,11.0,9.0,12.0
Packie Mailey,10.6,13.0,8.0,14.0,9.0,9.0
Kyle Callan-McFadden,10.6,13.0,12.0,11.0,7.0,10.0
Wojciech Małecki,55.0,52.0,59.0,52.0,54.0,58.0
Liam Martin,12.2,13.0,15.0,9.0,13.0,11.0
Patrick Lacey,11.2,14.0,7.0,12.0,13.0,10.0
Thomas McMonagle,11.2,15.0,11.0,7.0,14.0,9.0
Mats Haakenstad,12.2,11.0,13.0,15.0,13.0,9.0
Shane Grimes,8.8,9.0,11.0,9.0,8.0,7.0
Don Cowan,9.0,9.0,8.0,12.0,6.0,10.0
Naoki Yamada,12.4,15.0,14.0,13.0,14.0,6.0
Mark Salmon,9.8,12.0,8.0,11.0,6.0,12.0
Jamie Turley,13.4,14.0,14.0,9.0,16.0,14.0
Dragan Mihajlovic,9.8,8.0,6.0,12.0,10.0,13.0
Ivan Komissarov,55.0,51.0,64.0,49.0,46.0,65.0
Alexandr Denisov,10.2,7.0,15.0,14.0,9.0,6.0
Hong Jung Nam,54.4,53.0,58.0,58.0,54.0,49.0
Fan Xiaodong,10.6,14.0,12.0,10.0,10.0,7.0
Noel Haverty,11.2,6.0,12.0,13.0,14.0,11.0
Conor Powell,10.4,10.0,8.0,10.0,8.0,16.0
Lee Molyneux,11.0,10.0,12.0,12.0,11.0,10.0
Francesco Russo,54.6,60.0,49.0,53.0,53.0,58.0
Jonas Jensen,57.0,52.0,53.0,68.0,68.0,44.0
Wayne Brown,54.2,50.0,57.0,48.0,54.0,62.0
Barry Molloy,10.8,13.0,13.0,12.0,6.0,10.0
Hwang In Hyeok,11.4,13.0,15.0,14.0,8.0,7.0
Lee Soon Min,7.8,5.0,9.0,12.0,6.0,7.0
Majed Al Daini,9.0,6.0,14.0,9.0,5.0,11.0
Choe Jae Hyeon,9.2,9.0,6.0,5.0,13.0,13.0
Lautaro Belleggia,10.8,10.0,7.0,12.0,14.0,11.0
Juan Pablo Vacca,9.2,14.0,5.0,12.0,5.0,10.0
Petar Pusic,8.8,12.0,8.0,5.0,6.0,13.0
Arijan Qollaku,12.0,14.0,14.0,9.0,14.0,9.0
Felix Horn Myhre,12.0,11.0,13.0,14.0,11.0,11.0
Cristian Tovar,8.2,11.0,6.0,6.0,9.0,9.0
Daniil Kuzmin,11.6,6.0,14.0,11.0,14.0,13.0
Mauricio Godoy,8.6,7.0,9.0,12.0,7.0,8.0
Kerim Can Güzeldal,12.6,12.0,12.0,15.0,13.0,11.0
Mateo Rodas,11.8,14.0,9.0,7.0,14.0,15.0
Luis Rodríguez,10.6,8.0,7.0,12.0,12.0,14.0
Camilo Velásquez,9.8,7.0,11.0,7.0,12.0,12.0
Sebastián Rodríguez,8.8,12.0,7.0,13.0,6.0,6.0
Johan Jiménez,11.6,13.0,13.0,8.0,10.0,14.0
Filippo Delli Carri,10.2,14.0,10.0,6.0,9.0,12.0
Hassan Ndam,12.0,8.0,12.0,14.0,14.0,12.0
Arnaud Bodart,55.0,57.0,51.0,54.0,59.0,54.0
Djordje Mihailovic,10.4,14.0,14.0,6.0,5.0,13.0
Moises Morales,12.2,12.0,12.0,12.0,12.0,13.0
Christian Frimpong,11.0,10.0,12.0,15.0,6.0,12.0
Chris Durkin,11.0,9.0,11.0,12.0,8.0,15.0
