Name,Dribbling,Skill_Moves,Ball_Control,Attacking_Position,Balance,Agility
Kenta Furube,46.4,3,50,42,65,72
Conor McDermott,46.8,2,55,50,68,59
Takumi Abe,50.6,3,48,39,85,78
Ali Suljic,36.8,2,48,29,57,48
Rikiya Uehara,47.2,3,56,42,77,58
Daigo Araki,43.0,2,52,31,66,64
Juliusz Letniowski,49.2,3,57,46,67,73
Naoki Maeda,44.6,3,41,47,76,56
Takafumi Shimizu,49.0,3,51,41,80,70
Takashi Kanai,40.8,2,48,21,75,58
Keita Endo,48.2,3,52,53,77,56
Ataru Esaka,49.4,3,61,56,71,56
Takuma Ominami,32.4,2,30,22,57,51
Fernando Redondo,43.6,3,62,49,48,56
Hiroki Noda,32.4,2,31,27,59,43
Soya Takahashi,50.6,2,57,42,82,70
Sho Naruoka,52.8,3,56,51,72,82
Haruhiko Takimoto,15.2,1,19,12,22,22
Takuma Nishimura,44.0,3,45,51,65,56
Kosta Petratos,46.6,3,56,52,60,62
Lumala Abdu,55.8,2,47,56,86,88
Tom Glover,17.0,1,15,7,36,26
Santiago Hernández,21.0,1,15,16,47,26
Richie Laryea,45.4,3,58,34,76,56
Dren Feka,45.8,2,57,34,68,68
Ala Mohsen Al Hajji,53.8,3,61,47,81,77
Carlos Mestre,48.4,3,60,46,75,58
Anderson Arroyo,43.8,2,40,43,74,60
Jake Adelson,42.4,2,55,42,56,57
Nicholas D'Agostino,50.8,2,41,59,75,77
Sebastian Lundbäck,51.0,2,58,44,77,74
Alexandre Edgar,43.0,2,54,29,65,65
Lars Valderhaug,36.8,2,38,27,64,53
Aidan Keenan,42.6,2,55,51,48,57
Leonardo Maloku,38.8,2,57,29,59,47
Gary Delaney,32.6,2,33,28,54,46
Graham Doyle,22.4,1,26,6,48,31
Foday Nabay,49.4,2,56,50,75,64
Bilali Doucouré,13.8,1,10,8,25,25
Joe Pritchard,48.2,3,58,53,69,58
Marco Weymans,47.4,2,54,45,73,63
Matija Šarkić,21.2,1,25,12,31,37
Gerry McDonagh,48.2,2,48,56,68,67
Josh Pask,38.6,2,42,43,52,54
Edvard Linnebo Race,41.6,2,45,37,65,59
Osman Kakay,47.4,3,52,43,67,72
Sean Boyd,43.4,2,57,53,55,50
Aldin Turkes,42.6,2,49,55,50,57
Bradley Jackson,51.0,3,56,51,75,70
Alessandro Piacenti,25.4,1,23,14,57,32
Adam Frizzell,50.6,2,58,47,76,70
Diego Gutiérrez,51.8,3,55,49,84,68
Nicholas Hämäläinen,44.6,2,49,42,74,56
Erik Wekesser,45.0,2,49,49,66,59
Juan Pablo Fassi,43.4,3,56,51,53,54
Albin Ramadani,50.4,3,56,38,78,77
Joe Fryer,28.2,1,24,18,60,38
Jordy Peffer,44.8,2,52,52,62,56
Mads Pedersen,53.4,2,56,49,90,70
Albin Skoglund,47.6,2,56,46,64,70
Nikola Milosavljevic,48.2,2,63,46,72,58
Mattias Kaït,45.4,3,55,45,63,61
Joshua Walker,49.6,2,53,54,73,66
Luke O'Reilly,26.0,1,18,12,60,39
Jacob Hanson,40.0,2,37,44,56,61
David Mitchell,24.8,1,23,15,51,34
James Ferry,47.2,2,57,47,66,64
Seityasen Singh,44.4,3,53,43,69,54
Jack Doyle,44.6,2,44,44,74,59
George Edmundson,38.2,2,37,29,58,65
Tobias Heintz,52.0,2,52,55,80,71
Isac Lidberg,45.2,2,49,55,62,58
Dusan Jajic,50.6,2,62,50,75,64
Ivan Marković,48.6,3,55,51,73,61
Victor Van De Wiele,46.0,2,54,46,65,63
Qasem Lajami,46.8,2,45,44,73,70
Frank Ross,47.8,2,50,48,69,70
Erlend Segberg,46.6,2,59,50,66,56
Guillaume Fanucchi,48.2,2,55,52,75,57
Raphael Sallinger,25.8,1,20,18,51,39
James Hooper,46.6,2,59,52,63,57
Robert Kling,49.0,2,56,52,75,60
Gustav Dahl,46.2,2,55,49,64,61
Shaun Rowley,26.0,1,20,19,59,31
Jonathan Lundberg,47.0,2,54,53,62,64
Stefan Zinni,50.8,2,52,46,79,75
Brayden Shaw,47.8,3,49,50,67,70
Corbin Shires,41.2,2,41,46,56,61
Kevin Garcia,33.2,2,39,21,55,49
Yoon Soo Yong,49.6,2,61,49,61,75
Jamie McCart,36.6,2,53,13,65,50
Jamie Philpot,43.8,3,54,56,54,52
Roberto Criscuolo,46.2,2,56,44,71,58
Henrik Castegren,26.6,2,32,23,38,38
Braedyn Crowley,46.0,2,48,56,68,56
Emil Ekblom,45.6,2,49,54,65,58
Aaron Simpson,46.6,2,55,47,66,63
Oliver Muldoon,47.4,3,60,49,63,62
Ernesto Starita,47.4,2,59,54,65,57
Federico Urraburo,10.0,1,12,10,11,16
Nicolás Giménez,44.6,2,57,50,57,57
Jack McMillan,35.4,2,40,27,55,53
David Salazar,49.4,2,60,50,64,71
George Timotheou,36.0,2,44,27,46,61
Aladin Ayoub,25.0,1,22,19,45,38
Sam Lidington,48.8,2,44,48,80,70
Dean Hawkshaw,43.8,2,58,27,62,70
Jonathan Malmberg,22.4,1,22,15,47,27
Liam Mandeville,46.0,2,53,48,65,62
Jonathan Maddison,17.6,1,19,6,29,33
Rory Feely,42.0,2,55,39,55,59
Nicolás Araya,24.2,1,17,9,50,44
James Mulhall,45.4,2,52,46,71,56
Rhys Gorman,45.4,2,56,52,64,53
Diego Fernández,48.2,2,50,52,74,63
Ilnur Safeev,41.2,2,39,28,60,77
Dale Gorman,46.2,2,55,43,69,62
Jordan Thurtell,18.8,1,18,12,33,30
Steve Rouiller,38.0,2,42,26,75,45
Dilan Nicoletti,23.8,1,15,17,53,33
Jeppe Brinch,34.8,2,42,21,61,48
Flo Bojaj,47.6,2,57,56,63,60
Noor Husin,52.0,2,55,54,75,74
Jens Jakob Thomasen,48.6,2,56,46,83,56
Alex Samuel,48.8,2,54,50,76,62
Pascal Albrecht,28.6,1,25,19,60,38
Shim Je Hyeok,42.2,3,59,41,68,40
Juan Pablo Meza,41.6,2,49,56,39,62
Sam Verdon,46.0,2,57,50,64,57
Carl Ekstrand Hamrén,29.8,2,37,25,38,47
Alex Byrne,45.4,2,55,48,61,61
Alfie Pavey,46.4,2,52,57,64,57
Anibal González,51.4,2,61,53,71,70
Albion Avdijaj,43.6,2,49,56,49,62
Viljar Myhra,23.0,1,16,17,51,30
Maxim Rudakov,22.6,1,20,14,53,25
Ahmed Hassan Al Shehri,54.4,3,58,61,74,76
Dylan Hayes,43.8,2,52,46,68,51
Joel Coleman,28.8,1,19,11,65,48
Stuart Moore,28.2,1,27,19,46,48
Silas Songani,50.2,2,54,51,76,68
Idrissa Camara,50.0,2,56,54,72,66
Caleb Calvert,46.8,2,58,51,62,61
Humberto Bustamante,25.8,2,33,26,34,34
David Richards,23.2,1,26,7,46,36
Rhys Oates,46.2,2,55,54,60,60
Aaron McGowan,44.0,2,40,33,73,72
Madallah Al Olayan,49.8,2,61,47,74,65
Jordan Tillson,41.0,2,41,21,64,77
Safwan Hawsawi,40.6,2,43,40,68,50
Bevis Mugabi,32.2,2,33,28,52,46
Abdulelah Al Nassar,49.8,2,54,50,70,73
Josh Lelan,35.8,2,42,22,55,58
Granit Buzuku,46.6,3,60,37,67,66
Marc Ludden,43.8,2,48,47,70,52
Lewis Horner,47.2,2,54,47,61,72
James Rowe,49.4,3,56,47,68,73
Dinny Corcoran,49.8,2,53,57,65,72
Freddy Mveng,57.2,3,60,65,76,82
Ivan Pedrelli,35.4,2,52,35,41,47
Naohiro Ishikawa,50.8,3,57,57,68,69
Darlyn Dávila,40.8,2,47,35,64,56
Paxton Pomykal,51.4,3,52,55,82,65
David Camacho,45.0,3,46,45,69,62
Jakub Żubrowski,41.0,2,55,33,65,50
Jhorman Yepes,49.6,3,42,55,87,61
Teruki Hara,45.8,2,54,47,72,54
Jonas Elkjær,15.6,1,14,8,27,28
Moussa Sane,46.4,3,41,53,73,62
Tobias Gran,44.8,2,48,55,65,54
Joaquín Romo,49.8,2,55,56,66,70
Brandt Bronico,46.8,3,59,48,71,53
Juan Pablo Otálvaro,51.6,3,57,48,77,73
Mark Harris,44.2,3,56,44,69,49
Ibrahim Meite,42.6,2,47,51,60,53
Sam Jones,52.6,3,54,45,97,64
Dane Ingham,48.2,2,56,43,78,62
Mateusz Jarzynka,36.6,2,31,25,64,61
Jhon Ramos,46.4,2,48,48,70,64
Alessio Zerbin,44.6,3,58,53,58,51
Eber Díaz,46.4,2,55,52,69,54
Naoki Kawaguchi,36.8,2,38,23,72,49
Adi Mehremic,38.0,2,41,45,46,56
Dylan Nguene Bikey,43.6,2,51,45,64,56
Alfons Sampsted,43.0,2,46,41,62,64
Dominic Brown-Hill,46.8,2,52,52,71,57
William Popp,16.8,1,12,6,25,40
Dan Metzger,45.2,2,51,41,74,58
Pierre Da Silva,44.8,3,50,47,75,49
Leo Bengtsson,47.8,2,53,56,72,56
Nicke Kabamba,39.8,2,42,51,50,54
Michael Amick,35.4,2,38,32,58,47
Francis de Vries,34.0,2,48,21,50,49
Juan Giraldo,39.6,2,46,39,60,51
Alonso Rodriguez,34.6,2,29,25,72,45
Kenton Richardson,43.2,2,34,47,75,58
Humberto Acevedo,18.8,1,18,7,42,26
Daleho Irandust,44.2,2,55,43,63,58
Francisco Romero,41.8,2,51,31,65,60
Souleymane Koné,28.8,2,25,29,39,49
Luca Maniero,44.6,3,52,45,68,55
Maximiliano Algañaraz,35.8,2,49,26,60,42
Tomislav Bilic,15.2,1,14,5,29,27
Przemysław Porębski,48.4,2,51,52,81,56
Michel Aebischer,41.2,2,60,27,65,52
Bruno Leite,45.4,2,56,43,65,61
Youssef Maleh,48.4,2,53,52,70,65
Iván Angulo,50.8,3,47,48,84,72
Jonas Dakir,18.4,1,14,8,37,32
Ahmed Al Najai,39.4,2,41,27,84,43
Julián Guerrero,42.6,2,43,44,70,54
Andrea Punzi,36.0,2,43,31,58,46
Simone Giuliano,38.6,2,40,38,62,51
Alessandro Santopadre,20.2,1,18,9,38,35
Halldor Stenevik,48.4,2,57,53,67,63
Ibrahim Hajtic,32.0,2,38,23,47,50
Elia Benedettini,16.8,1,19,7,35,22
Juan David Díaz,45.6,2,48,45,62,71
Rory Currie,43.8,2,49,52,65,51
Seth Owens,37.8,2,42,39,47,59
Germanpreet Singh,47.2,3,54,42,74,63
Daniel Lalhlimpuia,44.2,3,52,48,59,59
Patryk Mucha,46.8,2,62,42,73,55
Andrew Nelson,41.2,3,46,51,52,54
Mattia Tumminelli,34.2,2,41,23,64,41
Raffaele Giacobbe,21.6,1,19,6,47,35
Antonio Rosti,15.2,1,11,4,32,28
Callum Cockerill-Mollett,45.2,2,45,44,70,65
Harry Smith,44.0,2,50,54,62,52
Antonio Ramírez,46.4,2,52,53,65,60
Strefezza,45.2,3,62,48,51,62
Hassan Dhaifallah,49.6,2,55,54,79,58
Abdullah Al Zahrani,19.8,1,12,14,36,36
Lukas Skrivanek,39.8,2,43,42,53,59
Marcus Enström,34.6,2,46,28,53,44
Jacob Bedeau,45.6,2,56,40,60,70
Bai Antoniou,48.2,2,50,49,68,72
Charles Lokolingoy,44.0,2,45,47,54,72
Jiri Koski,18.8,1,12,5,37,39
Hussain Ali Al Jasim,39.8,3,50,53,43,50
Dario Maresic,37.0,2,36,28,60,59
Randi Goteni,42.6,2,53,50,49,59
Marcus Godinho,41.8,2,40,39,70,58
Manuel Cabit,41.6,2,40,46,65,55
Martin Ove Roseth,39.0,2,41,25,65,62
Moritz Hischier,48.8,2,54,49,78,61
Benjamin Ozegovic,19.8,1,18,8,44,28
Allan Firmino Dantas,48.6,3,60,40,69,71
Curtis Yebli,43.6,2,49,34,75,58
Dayle Southwell,43.8,2,51,50,62,54
Robert Jendrusch,21.0,1,25,7,35,37
Titas Krapikas,20.6,1,17,6,27,52
Joaquín Esquivel,36.4,2,41,24,67,48
Gregor Kobel,15.6,1,12,7,24,34
Adrian Uniat,54.8,2,63,41,82,86
Alfred Ajdarević,49.6,2,57,47,67,75
Nicklas Shipnoski,45.8,3,58,42,63,63
Rickson Mansiamina,48.6,2,59,43,78,61
Leon Jankowski,24.4,1,14,7,48,52
Stefan Knezevic,30.2,2,29,22,52,46
Rayan Senhadji,30.6,2,30,22,55,44
Jean Ruiz,42.8,2,46,56,51,59
Song Ju Hun,31.8,2,41,27,46,43
Connor Stevens,32.6,2,31,29,53,48
Brandon Mason,47.6,2,53,47,72,64
Samuele Campo,48.8,3,61,47,72,61
Maximilian Göppel,43.6,2,43,40,71,62
Marvin Pfründer,38.2,2,38,37,54,60
Kacy Butterfield,38.2,3,52,29,47,60
Jens Odgaard,47.8,2,54,54,65,64
Peter Brandl,54.8,2,56,49,86,81
Kasper Enghardt,42.0,2,55,39,63,51
Dorian Grange,17.4,1,17,3,44,22
Saku Ylätupa,49.6,2,57,48,81,60
Callum Stanton,18.0,1,11,6,41,31
Taiyo Koga,34.0,2,35,28,60,45
Dany Mota,46.8,3,57,48,69,57
Mohamed Al Otaibi,43.0,2,56,47,52,58
Ryan Tierney,46.2,2,53,48,70,58
Lee Chang Moo,39.6,2,43,44,52,57
Kristian Strande,36.4,2,45,24,58,53
Charles Pickel,42.6,2,60,35,55,61
Tom Marriott,45.2,2,51,47,55,71
Bence Verebelyi,14.6,1,15,8,28,21
Julius Lindgren,20.4,1,21,8,42,30
Brayan Torres,45.0,3,54,50,51,67
Khius Metz,47.6,2,44,49,71,72
Abdul-Basit Agouda,51.0,2,52,55,78,68
Markus Olsen Pettersen,19.8,1,15,6,49,28
Pierre Magnon,44.4,3,57,38,68,56
Isaac Fara,31.8,2,30,42,34,51
Ethan Boyle,42.8,2,38,45,62,67
Corey Addai,13.0,1,11,8,22,23
Andreas Skovgaard,33.2,2,36,22,59,47
Miki Yamane,46.0,2,52,53,66,57
Maziar Kouhyar,51.4,3,58,42,71,83
Jordon Sangha,52.0,2,55,48,77,78
Cheick Timite,42.6,2,49,51,54,57
Gustavo Santos,46.6,3,48,47,65,70
Franco Pizzicanella,17.4,1,12,6,33,35
Anderson Peña,36.4,2,42,28,70,40
Ciaran Nugent,17.4,1,15,11,33,27
Koki Shimosaka,46.2,2,46,38,75,70
Koki Oshima,51.6,2,47,58,74,77
Abdulrahman Al Dawsari,45.6,3,51,30,83,61
Yoichi Naganuma,48.0,2,55,45,69,69
Toshiya Tanaka,48.2,2,59,49,76,55
Tsubasa Oya,46.8,2,53,53,62,64
Ayumi Niekawa,15.8,1,19,6,24,29
Muteb Al Mufarrij,27.0,2,27,26,33,47
Marwan Al Haidari,18.8,1,14,16,39,24
Akito Takagi,45.8,3,54,46,70,56
Yasumasa Kawasaki,36.6,2,30,21,74,56
Yuta Ito,50.0,3,55,46,76,70
Goro Kawanami,16.4,1,19,6,28,28
Koki Sugimori,52.6,2,52,54,78,77
Ryohei Okazaki,29.4,2,27,21,54,43
Ryotaro Hironaga,17.4,1,11,12,37,26
Takumi Sasaki,55.2,3,56,40,91,86
Javier Orobio,17.8,1,14,8,41,25
Haruki Fukushima,27.6,1,18,17,45,57
Kim Jeong Hyeon,40.6,3,50,46,51,53
Steven Rinic,49.6,3,54,51,82,58
Erik Zetterberg,46.4,2,55,48,61,66
Benjamin Zalo,25.4,2,42,18,21,44
Kristian Rutlin,17.4,1,17,5,42,22
Zach Mathers,46.6,4,57,50,63,59
Lukas Lämmel,45.8,2,56,42,64,65
Christian Lucatero,50.0,3,53,61,77,56
Valentino Müller,50.4,2,56,52,76,66
Keinan Davis,39.6,3,47,53,47,48
Zayn Hakeem,45.0,2,48,51,60,64
Arnel Jakupovic,40.8,2,45,54,54,49
Gareth Harkin,44.2,2,54,52,55,58
Lloyd Kelly,44.8,2,51,42,67,62
Abdullah Al Mohammed,40.2,2,37,50,59,53
Jean-Baptiste Léo,42.4,3,53,49,53,54
Jamal Reiners,52.4,2,56,58,65,81
Matt Penney,49.2,2,45,48,87,64
Peter Higgins,45.6,2,53,54,62,57
Conor Whittle,47.0,2,52,53,72,56
Amani Dickson Mbedule,48.8,2,50,51,73,68
Christian Baldinger,17.4,1,18,4,41,23
Jordan Holmes,24.8,1,40,4,39,40
James McGarry,45.4,2,52,49,75,49
Andreas Raahauge,25.2,1,17,14,60,34
Adel Dannah,32.4,2,35,27,44,54
Zak Jules,31.2,2,33,19,52,50
Julian Faye Lund,24.0,1,23,11,55,30
Vamara Sanogo,41.4,2,46,51,52,56
Danila Ermakov,25.6,1,21,18,57,31
Mathias Jensen,54.8,3,62,45,79,85
Brandon Haunstrup,45.6,2,54,55,59,58
Henry Cowans,45.8,2,54,48,73,52
Lewis Collins,49.4,2,51,54,68,72
Herman Kleppa,45.6,2,51,52,67,56
Filip Tägtström,35.2,2,39,22,56,57
Evangelos Pavlidis,49.0,3,61,42,71,68
David Niepsuj,44.2,2,45,46,69,59
Tyler Lyttle,45.0,2,32,44,72,75
Harvey Rodgers,39.0,2,48,36,56,53
Josh Clackstone,49.6,2,41,50,81,74
Adrian Henger,24.0,1,20,18,49,32
Kamil Pajnowski,32.6,2,29,30,53,49
Dario Marzino,23.6,1,18,13,56,30
Luke Wall,45.6,2,52,46,70,58
Henrik Bredeli,42.2,2,47,43,61,58
Liam Youlley,49.0,2,50,42,78,73
Egli Kaja,47.2,3,57,43,70,63
Oscar Jonsson,26.8,1,18,20,57,38
Julio Quiñones,59.4,2,54,58,93,90
Offrande Zanzala,44.4,2,53,51,60,56
Calvin Miller,44.4,2,51,46,65,58
Jakub Kotarzewski,52.2,3,54,40,81,83
Mikhail Kennedy,43.6,2,53,51,61,51
Julien Benhaim,33.8,2,35,25,65,42
Abdullah Yahya Awaji,46.2,2,53,43,73,60
Ben Reilly,45.2,2,52,53,62,57
Harry Doherty,23.8,1,22,5,43,48
Callum Preston,18.4,1,16,6,38,31
Ignacio Ayala,49.0,2,53,51,82,57
Patrick O'Flaherty,23.6,1,21,8,58,30
Riccardo Maciucca,32.0,2,29,28,55,46
Jesper Espung,47.0,2,40,31,90,72
George Hunter,46.6,2,48,55,70,58
Shaun Patton,25.6,1,17,16,56,38
Dale Davidson,44.4,2,50,56,58,56
Calvin Colquhoun,44.8,2,49,57,59,57
Dylan Mackin,44.8,2,52,48,62,60
Daniel McNulty,38.8,2,34,45,53,60
Darío Salina,50.2,3,57,54,74,63
Shannon Brady,52.8,2,45,57,78,82
Padraic Cunningham,50.0,2,52,55,70,71
Nico Löffler,49.6,3,54,54,80,57
Robin Fluß,45.0,2,58,46,58,61
Mohammed Al Mutawa,47.0,2,57,48,66,62
Saad Mousa Al Saleh,23.6,1,16,14,45,42
Entonjo Elezaj,22.6,1,24,13,41,34
Stefano Negro,33.4,2,33,31,45,56
John Håkansson,23.4,1,19,15,52,30
Craig Watson,49.2,2,53,48,72,71
Kevin Nisbet,49.8,2,54,52,71,70
Stephen Best,36.2,2,43,21,65,50
Alex Bass,29.6,1,20,13,62,52
Sondre Brunstad Fet,47.4,2,56,55,65,59
Ahmad Al Harbi,19.2,1,16,10,34,35
Ben Warland,38.2,2,42,28,65,54
Per Magnus Steiring,34.4,2,31,30,59,50
Kaleem Simon,49.4,2,52,52,70,71
Krystian Stępniowski,21.8,1,21,8,47,32
Conor Mitchell,24.2,1,24,9,54,33
Stefan Posch,34.2,2,39,29,59,42
Majed Aseri,42.8,2,45,44,61,62
Fredrik Heggland,32.8,2,32,24,63,43
Ryan Robinson,34.0,2,29,33,58,48
Regan Donelon,38.6,2,54,28,57,52
Svend Brodersen,22.0,1,21,12,38,38
Paulin Puel,47.4,2,54,58,62,61
Jake Beesley,44.4,2,48,51,63,58
Will Randall,46.4,2,53,44,60,73
Hampus Svensson,51.0,2,61,42,81,69
Kang Hyeon Mu,24.4,1,18,15,56,32
Gary Boylan,37.0,2,42,30,66,45
Ciaran Gallagher,27.0,1,22,16,52,44
Mark Waddington,45.6,2,52,50,66,58
James Hamon,27.8,1,19,10,69,40
Thomas Fekete,40.0,2,42,44,62,50
Dillon Phillips,23.6,1,27,6,54,30
Dion Charles,45.8,2,57,47,65,58
Dominik Hładun,19.8,1,19,17,30,32
Damian Węglarz,20.4,1,20,17,32,32
Kaiman Anderson,49.2,2,45,53,73,73
Aleksander Komor,34.8,2,39,17,71,45
Lorenzo Montipó,25.0,1,20,15,49,40
Santiago Londoño,25.6,1,25,18,47,37
Joar Tryti,42.0,2,43,43,65,57
Eric Grimes,26.6,1,20,17,62,33
Kieran O'Hara,24.6,1,17,13,57,35
Alefe Santos,52.6,3,50,46,81,83
Craig Thomson,45.8,2,55,44,70,58
Charles Vernam,52.6,2,49,51,81,80
Dominik Budzyński,25.4,1,26,13,48,39
Michael Hiegl,27.8,1,30,15,48,45
Ibrahim Al Ibrahim,48.8,2,59,39,75,69
Karanjit Singh,31.6,1,18,13,62,64
Shane Dunne,47.6,2,54,51,65,66
Jason Marks,47.0,2,50,53,78,52
Joe Cracknell,28.4,1,24,19,62,36
Dawid Smug,24.4,1,26,11,51,33
Maurice Brunner,45.8,2,57,54,59,57
Alexis Sauvage,22.6,1,24,13,34,41
Conor Earley,42.0,2,48,53,53,54
Conor Winn,26.2,1,13,13,50,54
Mark Hughes,48.8,2,51,56,64,71
Ryota Isomura,42.4,2,54,44,62,50
Paul Skinner,26.6,1,22,15,48,47
Andrea Maccoppi,46.6,2,54,50,55,72
Shaun Batt,39.8,3,35,64,36,61
James Bittner,22.8,1,25,10,42,36
Deniz Mehmet,16.0,1,18,5,26,30
Im Dae Joon,47.2,2,50,52,70,62
Yeo Bong Hun,47.6,2,56,50,70,60
Yeison Guzmán,50.4,3,44,57,92,56
Jeferson Torres,43.0,2,54,32,70,57
Kaina Yoshio,49.6,3,48,42,85,70
David Cancola,42.6,2,50,48,62,51
Aidan Keena,45.8,2,53,48,60,66
José Guzmán,47.2,3,42,57,69,65
Marcin Mielczarski,42.6,2,45,46,68,52
Matteo Perri,37.0,2,51,28,56,48
Michael Blauensteiner,43.4,2,52,46,62,55
Abdullah Yiğiter,17.0,1,10,4,38,32
Mohamed Mady Camara,40.2,2,40,43,62,54
Nicholas Marfelt,42.6,2,53,42,62,54
Arun Basuljevic,47.6,2,48,55,73,60
Kristian Novak,31.8,2,29,22,63,43
Tony Briancon,41.8,2,46,53,57,51
Evan Louro,22.4,1,17,14,33,47
Wojciech Słomka,46.0,3,56,47,72,52
Gonzo,16.8,1,10,8,42,23
Mergim Berisha,41.2,3,53,44,57,49
Marcus Epps,48.2,4,51,53,71,62
Sam Hamilton,40.6,2,45,39,65,52
Oscar Brennan,41.4,2,54,38,57,56
Hugo Arellano,38.4,2,39,28,74,49
Paul Lewis,47.2,3,53,55,59,66
Masaya Matsumoto,49.2,2,60,29,83,72
Ryuki Miura,17.4,1,13,5,44,24
Ricardo Perez,46.4,3,56,52,66,55
Samuel Robertson,44.8,2,36,43,82,61
Nasser Al Awidan,49.2,2,47,48,76,73
Mikkel Qvist,33.4,2,53,22,47,43
Jose Hernandez,49.8,3,47,41,90,68
Maximiliano Mori,20.0,1,16,8,49,26
Juan Manuel Ramírez,42.8,3,46,46,69,50
Filip Ugrinic,42.2,2,55,35,59,60
Max Smallcombe,45.8,2,50,51,64,62
Ludvig Johansson,38.4,2,45,25,59,61
Santiago Cáseres,45.0,2,55,39,68,61
Enrico Brignola,44.0,2,49,50,59,60
Lee Chin,33.4,2,26,27,64,48
Joe Sbarra,44.8,2,46,49,70,57
Arkadiusz Moczadło,25.2,1,24,9,51,41
Taher Mohamed,43.8,3,58,44,55,59
Edoardo Barbato,43.0,2,43,50,64,56
Davide Djily Diaw,47.0,2,49,47,76,61
Giuseppe Altea,45.6,2,53,52,66,55
Łukasz Wiech,33.8,2,35,28,58,46
Mohammad Al Qarni,43.4,2,34,39,85,57
Faris Al Harbi,46.6,3,45,52,71,62
Dhari Al Suwait,53.4,3,57,47,83,77
Leonardo Marson,16.8,1,16,7,30,30
Giacomo Caccin,41.0,2,48,37,56,62
Yan Marillat,21.6,1,17,2,43,45
York Rafael,46.8,2,53,48,73,58
Lewis Morrison,43.0,3,50,49,56,57
Eberechi Eze,46.4,3,53,57,66,53
Auston Trusty,35.4,2,38,28,53,56
Ali Ahmed Hazazi,41.2,2,52,50,51,51
Bader Bandar Al Shammari,46.0,3,45,50,68,64
Ryan Yates,45.0,2,48,54,54,67
Domenico Mistretta,44.8,2,51,47,68,56
Nasser Al Anazi,20.4,1,15,7,47,32
Joakim Barstad,29.0,2,29,21,51,42
Abdulaziz Al Shehry,18.6,1,15,4,40,33
Mesfer Abdulah Al Najrani,52.0,3,52,45,78,82
Bader Al Shahrani,44.2,2,60,50,53,56
Bartosz Nowak,46.8,3,52,61,63,55
Nikolay Kiritsa,40.0,2,51,30,67,50
Cédric Kipré,35.4,2,41,27,59,48
Ryan Moon,43.0,2,44,51,63,55
Florian Fischerauer,47.6,3,55,49,68,63
Nick Freeman,43.6,2,52,46,61,57
Shane Dempsey,41.4,2,54,30,66,55
Baboucarr Gaye,12.8,1,15,4,22,22
Matty Miles,44.2,2,50,49,62,58
Bartosz Mrozek,16.0,1,24,9,25,21
Miłosz Mleczko,17.8,1,24,4,29,31
Marcus Dinanga,42.8,3,45,54,62,50
Yann MVita,28.0,2,33,23,34,48
Hassan Ghazwani,56.2,3,58,53,90,77
Phillip Menzel,17.8,1,15,8,29,36
Jacob Buus,45.6,2,49,47,74,56
Kevin Lynch,41.8,2,42,43,70,52
Hubert Gostomski,13.8,1,12,6,29,21
Piotr Nowak,46.6,3,55,44,75,56
Usama Zid Al Hamdan,21.0,1,18,14,48,24
Lasse Mikkelsen,20.2,1,16,7,38,39
Valentin Frank,35.2,2,29,39,48,58
Martin Kompalla,20.0,1,9,6,40,44
Simon Enzler,19.2,1,16,6,37,36
Rasmus Thellufsen,41.8,2,56,26,60,65
Manuel Martic,43.8,2,54,55,49,59
Ben Dudzinski,18.2,1,12,4,37,37
Jeppe Okkels,46.2,2,54,47,68,60
Fulganco Cardozo,33.2,2,28,28,60,48
Mads Bech,39.8,2,48,41,52,56
Marco Ramkilde,43.0,2,50,53,55,55
Marcus Mølvadgaard,44.4,2,52,47,63,58
Joseph Ceesay,49.0,2,56,48,66,73
Laurence Bilboe,13.6,1,12,5,22,28
Liam Burt,43.4,2,46,41,65,63
Louis Danquah,41.6,2,43,40,62,61
Jang Eun Gyu,42.2,2,52,45,57,55
Jamie Thomas,54.6,4,52,48,85,84
Sheriff Sinyan,45.4,2,48,56,65,56
Manuel Di Paola,48.0,3,53,55,77,52
Daniel Udoh,43.4,3,61,44,56,53
Harry Girling,22.0,1,21,7,43,38
Vinit Rai,41.6,3,52,44,54,55
Taofiq Olomowewe,30.0,2,30,22,53,43
Ryan Sandford,22.6,1,24,6,46,36
Allan Campbell,47.0,2,55,45,76,57
Víctor Cabezas,17.6,1,16,5,31,35
Sean Clare,44.2,3,55,50,49,64
Daniel Rodríguez,13.8,1,12,7,27,22
Nana Kyei,47.4,2,49,49,68,69
Sanijel Kucani,39.4,2,38,42,65,50
Kazuma Takayama,42.4,2,45,41,67,57
Abdulmajeed Al Suwat,43.8,2,54,50,56,57
Naoki Hatta,17.6,1,12,5,45,25
Toyosi Olusanya,50.0,3,54,51,68,74
So Hirao,47.6,3,50,50,79,56
Shu Hiramatsu,41.6,3,44,51,57,53
Go Hayama,46.6,2,50,45,70,66
Ryoma Nishimura,31.0,2,30,22,51,50
Marcos Peano,21.8,1,17,7,44,40
Ryotaro Ito,51.6,4,49,52,77,76
Lukáš Čmelík,45.4,3,59,51,63,51
Keiya Shiihashi,49.6,3,59,52,68,66
Yuto Sashinami,53.6,3,55,50,81,79
Masato Tokida,33.6,2,28,47,45,46
Masaya Kojima,46.8,2,49,45,83,55
Francesco Puntoriere,42.0,2,46,47,63,52
Greg Morrison,46.0,2,50,50,67,61
Franco Ortega,52.0,2,45,61,81,71
