Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Maximilian Wöber,35.57142857142857,62,3,48,32,31,31,42
Sander Thomas,47.42857142857143,48,2,65,39,68,65,45
Miguelón,28.428571428571427,54,3,26,25,29,27,35
Abdulmohsen Fallatah,27.714285714285715,54,3,31,35,19,21,31
Hicham M'Laab,44.142857142857146,41,3,64,51,44,51,55
Tarik Evre,29.714285714285715,62,3,37,22,20,29,35
Ronaël Pierre-Gabriel,32.857142857142854,55,3,31,33,28,35,45
Moataz Tombakti,39.0,59,2,47,46,49,33,37
José Contreras,10.142857142857142,11,3,17,8,8,10,14
Feiver Mercado,47.42857142857143,60,3,54,65,55,34,61
Aly Keita,11.428571428571429,13,2,23,6,6,12,18
Michael Omoh,41.0,41,3,58,54,50,36,45
Alexis Alégué,46.714285714285715,51,3,62,56,55,41,59
Romain Perraud,49.57142857142857,50,3,69,52,65,55,53
Yasmani Duk,49.42857142857143,66,3,54,71,60,28,64
Thomas Rodríguez,42.857142857142854,54,3,57,51,45,40,50
Christian Bassogog,42.42857142857143,45,2,57,57,51,36,49
Zelimkhan Bakaev,48.857142857142854,46,3,69,60,60,41,63
Jaime Báez,52.714285714285715,64,3,64,68,60,42,68
Joe Aribo,43.0,51,3,53,49,41,59,45
Joël Keller,40.57142857142857,56,3,58,39,40,49,39
Asumah,45.714285714285715,58,3,62,65,58,28,46
Carlos de Pena,39.285714285714285,33,3,60,45,36,40,58
Aiden O'Neill,38.285714285714285,45,2,52,46,44,33,46
Joe Quigley,52.0,71,2,58,62,57,39,75
Matt Butcher,39.0,44,2,54,49,47,30,47
Zachary Elbouzedi,46.42857142857143,41,3,65,54,50,52,60
Pablo,50.42857142857143,60,3,61,67,62,32,68
Óscar,33.142857142857146,50,3,28,42,30,38,41
Marco Festa,14.428571428571429,17,3,19,17,19,13,13
Tiagildo Serra,51.285714285714285,55,3,63,59,55,56,68
Fachendinho,53.42857142857143,60,3,62,70,64,50,65
Thio Rolim,51.142857142857146,63,3,56,70,51,49,66
Leôncio Lobeiro,47.714285714285715,59,3,59,51,52,46,64
Elildo Petri,40.857142857142854,64,3,52,32,45,45,45
Vasquão Junior,38.0,73,2,55,21,35,32,48
Perceval Acunha,37.714285714285715,55,3,52,22,45,44,43
Rubens Freitosa,48.857142857142854,67,3,59,49,55,51,58
Rodrigo Vuarte,44.57142857142857,53,4,53,41,52,51,58
Wagner Laranjo,21.714285714285715,26,3,31,16,15,26,35
Gérson Damesio,18.428571428571427,32,3,31,11,12,16,24
Leandro Pestanha,20.142857142857142,23,3,28,13,15,24,35
Paulson Junqueira,43.857142857142854,55,3,60,45,52,40,52
Douglas Carvalheira,44.285714285714285,43,3,54,53,58,52,47
Sidnei Dalmeira,37.0,63,3,48,32,30,40,43
Luis Paezinho,39.285714285714285,61,3,48,25,41,50,47
Matías Fernández,41.857142857142854,44,3,55,55,49,49,38
Matías Rojas,28.428571428571427,60,3,22,24,29,27,34
Emre Can Atila,45.57142857142857,52,3,63,53,41,49,58
Harry Ascroft,37.142857142857146,60,4,55,22,22,49,48
Ricardo González,37.142857142857146,33,3,49,46,55,33,41
Alfredo Juraidini,43.57142857142857,40,2,64,55,53,46,45
Pavel Dolgov,49.57142857142857,62,3,70,62,60,40,50
David Faupala,52.57142857142857,64,3,70,66,57,39,69
Felipe Carvalho,36.285714285714285,73,2,64,22,31,28,34
Callum Connolly,39.142857142857146,62,2,53,30,37,40,50
Arthur Desmas,14.285714285714286,12,2,23,18,17,10,18
René Meléndez,45.285714285714285,44,3,58,44,59,50,59
Ángel,48.57142857142857,48,4,57,63,55,62,51
Alexander Ibser,48.285714285714285,55,3,73,59,49,41,58
Thorsten Mahrer,33.285714285714285,78,3,43,17,26,25,41
David Mills,50.714285714285715,46,3,67,63,64,45,67
João Novais,47.714285714285715,45,3,77,45,40,69,55
Mathieu Udol,32.57142857142857,47,2,32,36,30,37,44
Eduardo Otárola,31.285714285714285,53,3,39,19,44,29,32
James Clarke,39.142857142857146,58,3,70,29,48,30,36
Joe McNerney,29.571428571428573,65,2,39,21,25,35,20
Søren Reese,33.857142857142854,66,3,41,36,29,28,34
Charlie Goode,29.428571428571427,61,3,32,25,17,29,39
Mattias Svanberg,44.57142857142857,32,3,61,54,52,53,57
Ignacio Rivero,41.857142857142854,55,3,67,39,42,41,46
Mamadou NDiaye,50.714285714285715,54,3,65,59,62,62,50
Majed Al Najrani,46.57142857142857,58,3,55,60,50,35,65
Jorge Segura,32.0,69,3,41,25,20,24,42
Wuilker Faríñez,17.714285714285715,17,3,25,20,18,18,23
Francisco Sierralta,32.857142857142854,66,3,38,30,25,28,40
Dmitriy Barinov,42.42857142857143,54,3,62,34,49,49,46
Gian Filippo Felicioli,44.142857142857146,47,3,65,51,51,39,53
Nicolás Delgadillo,43.857142857142854,46,3,57,60,54,36,51
Omar Mohammed Muzayil,34.57142857142857,53,2,45,26,33,40,43
Kim Min Je,42.714285714285715,55,2,45,42,41,60,54
Leonardo Escorcia,30.714285714285715,70,2,39,20,22,26,36
Harry Chapman,44.42857142857143,45,3,56,53,52,48,54
Marvin Wanitzek,46.0,49,3,62,54,51,51,52
Lee Ji Min,25.428571428571427,40,4,24,23,26,33,28
Anatole Abang,47.142857142857146,67,2,62,61,56,28,54
Moha,50.285714285714285,55,3,74,61,57,36,66
Mouhamadou Sarr,16.857142857142858,17,3,23,13,21,20,21
Lukas Fröde,44.285714285714285,67,2,62,43,46,41,49
Travis Worra,14.857142857142858,11,2,18,17,18,13,25
Roli Pereira de Sa,48.42857142857143,59,3,59,60,48,55,55
Maxim Batov,45.857142857142854,56,3,60,55,58,40,49
Lee Tae Hee,35.142857142857146,62,3,48,35,35,28,35
Alexander Jakobsen,45.42857142857143,35,3,65,49,62,56,48
Nikola Gjorgjev,41.857142857142854,42,3,60,56,40,41,51
Óscar Balanta,44.57142857142857,51,2,57,51,45,50,56
Sada Thioub,49.142857142857146,52,2,63,62,62,39,64
Ismaël Bennacer,42.857142857142854,36,2,54,47,37,65,59
Pablo Cuevas,25.428571428571427,43,2,21,28,24,27,33
Renzo Spinaci,39.0,51,3,50,34,41,46,48
Pablo Aranguiz,39.57142857142857,39,3,51,50,47,41,46
Nicolás Miracco,50.714285714285715,56,3,64,65,60,50,57
Luca Sosa,31.142857142857142,49,2,33,37,39,27,31
Bryan Róchez,48.0,70,2,67,59,52,29,57
Enrico Baldini,45.42857142857143,43,4,62,58,52,41,58
Emiliano Amor,27.571428571428573,61,3,39,18,19,17,36
Fejsal Mulić,48.42857142857143,59,3,73,58,58,37,51
Ángel González,40.857142857142854,47,3,49,58,41,38,50
Mateo Palacios,45.857142857142854,48,3,50,52,50,66,52
Jacob Poscoliero,35.285714285714285,58,3,42,27,34,40,43
Fabien Garcia,32.57142857142857,49,2,43,32,29,42,31
Brayan Rovira,48.42857142857143,68,3,44,46,58,65,55
Amidou Diop,50.714285714285715,58,3,64,56,62,56,56
Glenn Bijl,28.142857142857142,41,2,41,25,26,28,34
Seydou Sy,15.714285714285714,14,3,18,19,21,15,20
Erwin Koffi,46.42857142857143,58,3,57,48,56,52,51
Luis Daniel Martínez,45.142857142857146,56,3,43,41,61,54,58
Ben Tilney,32.714285714285715,51,3,32,38,40,32,33
Timur Zhamaletdinov,49.857142857142854,60,3,70,63,59,32,62
Jacopo Petriccione,44.142857142857146,63,3,57,49,46,42,49
José Devecchi,16.142857142857142,17,3,21,19,14,18,21
Alikhan Shavaev,52.285714285714285,61,2,68,65,67,47,56
Liam Rose,37.714285714285715,37,3,56,41,53,32,42
Giovanni Di Noia,38.0,48,2,57,32,36,39,52
Antonio Palumbo,46.0,48,3,56,32,63,65,55
Adam Örn Arnarson,41.285714285714285,55,2,50,46,49,42,45
Alessio Sabbione,39.142857142857146,60,2,60,33,39,40,40
Bonke Innocent,43.714285714285715,56,3,65,45,55,35,47
Filip Dagerstål,38.714285714285715,51,3,65,37,40,38,37
Queijeiro,38.857142857142854,43,3,48,39,50,44,45
Ulises Rivas,45.714285714285715,54,2,60,35,54,55,60
Germán Gutiérrez,29.285714285714285,51,3,30,30,23,28,40
Bálint Vécsei,50.714285714285715,33,3,65,56,71,63,64
Andy Cannon,42.42857142857143,50,2,58,50,38,50,49
Mathias Thrane,44.285714285714285,41,3,58,54,53,49,52
Łukasz Moneta,43.42857142857143,52,2,61,48,48,39,54
Tomasz Mokwa,36.857142857142854,50,3,41,47,47,33,37
Roger Riera,35.0,71,3,47,27,26,28,43
Dan Holman,49.142857142857146,55,3,65,62,58,37,64
Tyler Denton,41.857142857142854,43,3,58,46,43,44,56
Naif Mousa Mohammed,41.857142857142854,52,3,63,60,55,28,32
Jonathan Benteke,48.57142857142857,63,3,58,63,59,37,57
Sebastian Jacob,47.857142857142854,59,3,62,64,55,37,55
Jean Chopin,17.0,12,3,19,20,21,17,27
Antoine Batisse,41.142857142857146,64,3,57,39,42,33,50
Wilfried Louisy-Daniel,54.42857142857143,58,3,61,66,64,58,71
Lukas Jäger,34.142857142857146,48,3,39,26,56,32,35
Jesús García,37.42857142857143,53,3,55,25,26,60,40
Mickey Demetriou,38.285714285714285,61,3,56,38,39,36,35
Florian Fabre,46.142857142857146,51,3,63,38,53,70,45
Mikey Devlin,31.142857142857142,60,3,41,23,24,30,37
François-Xavier Fumu Tamuzo,44.42857142857143,46,2,66,54,46,45,52
Modibo Dembélé,36.42857142857143,59,2,53,28,37,38,38
Tyler Walker,49.57142857142857,59,4,60,66,56,33,69
Kim Sang Won,41.285714285714285,51,3,45,52,53,38,47
Tom James,34.57142857142857,62,3,46,28,22,35,46
Kim Yeong Bin,29.285714285714285,68,3,32,18,21,25,38
Talal Majrashi,49.285714285714285,52,4,59,59,58,63,50
Jorge Sartiaguin,42.57142857142857,53,3,59,46,49,42,46
Louis Reed,41.142857142857146,42,3,52,46,50,52,43
Vykintas Slivka,44.714285714285715,48,3,58,46,49,51,58
Cristian Buonaiuto,44.857142857142854,48,3,63,49,52,50,49
Emiliano Agüero,44.285714285714285,56,2,63,39,51,46,53
Yun Sang Ho,43.285714285714285,43,3,56,52,58,42,49
Maodo Malick Mbaye,45.142857142857146,62,2,55,42,58,43,54
José Luis Sierra,47.0,57,3,62,68,56,25,58
Camilo Pontoni,41.285714285714285,38,2,48,51,51,45,54
Lee Chan Dong,48.142857142857146,58,3,59,45,59,60,53
Andreas Hadenius,36.857142857142854,66,2,60,29,40,25,36
Jordan Allen,43.57142857142857,52,3,54,54,49,43,50
Jaime Sierra,52.57142857142857,58,3,66,57,59,60,65
Grégoire Lefebvre,41.857142857142854,51,2,56,54,45,40,45
Sultan Al Sharif,35.57142857142857,52,3,45,33,39,39,38
Lewis Enoh,50.285714285714285,70,2,73,53,54,37,63
Cameron Dummigan,32.142857142857146,58,3,35,28,32,33,36
Ulrik Saltnes,48.285714285714285,56,3,62,54,52,55,56
Jorge Escamilla,50.57142857142857,56,3,62,58,59,49,67
Victor Sköld,47.285714285714285,57,2,64,60,53,34,61
Morten Ågnes Konradsen,49.42857142857143,56,3,62,62,63,51,49
Jean-Eudes Aholou,42.285714285714285,60,3,60,40,40,44,49
David Raya,17.428571428571427,20,3,25,19,14,15,26
Ignacio Bailone,49.285714285714285,60,2,61,58,64,38,62
Rodin Quiñones,44.714285714285715,73,3,51,58,43,28,57
Mikkel Kallesøe,45.0,50,3,60,58,58,39,47
Aarón,19.571428571428573,24,3,40,15,16,18,21
Raphael Branco,32.42857142857143,58,1,33,41,35,22,37
Jerome Binnom-Williams,28.0,40,3,24,32,29,31,37
Harry Lennon,30.0,64,3,38,18,19,31,37
Oliver McBurnie,48.42857142857143,62,2,66,65,54,31,59
Vebjørn Hoff,43.57142857142857,44,3,58,54,56,43,47
Abdoul Aziz Kaboré,47.714285714285715,64,3,59,50,53,53,52
Flavio Rojas,34.57142857142857,65,3,40,31,34,34,35
Mike Havekotte,14.857142857142858,13,3,23,13,16,15,21
Tareiq Holmes-Dennis,34.285714285714285,59,3,43,31,34,29,41
Cristian,32.42857142857143,65,3,53,18,24,26,38
Ezequiel Vidal,51.42857142857143,65,3,61,67,60,34,70
Jeremías Ledesma,15.428571428571429,15,3,22,13,20,13,22
David Wheeler,45.714285714285715,61,3,64,66,41,35,50
Wilmer Boyacá,38.57142857142857,63,2,53,26,49,49,28
Jake Flannigan,47.42857142857143,52,3,65,57,44,56,55
Vladislavs Gabovs,36.142857142857146,41,2,54,40,40,32,44
Nicolás Rodríguez,17.571428571428573,19,2,24,13,19,21,25
Nelson Espinoza,16.0,15,2,25,17,15,16,22
Jungo Fujimoto,38.142857142857146,32,3,50,59,41,36,46
Francesco Ruberto,15.571428571428571,19,3,22,18,13,12,22
Ögmundur Kristinsson,14.857142857142858,11,2,22,15,19,14,21
Sotan Tanabe,47.857142857142854,43,4,55,56,58,58,61
Hendrik Bonmann,13.285714285714286,14,3,23,7,11,12,23
Tariqe Fosu,44.857142857142854,39,3,56,57,55,47,57
Jonathan Mitchell,17.714285714285715,20,2,25,12,20,16,29
Oswal Álvarez,44.857142857142854,56,4,58,62,52,34,48
Raphael Framberger,36.285714285714285,51,3,42,41,38,40,39
Dawid Kudła,15.857142857142858,16,2,21,18,20,15,19
Ben Purrington,35.857142857142854,55,3,36,45,33,39,40
Wesam Waheeb Mudhaya,45.42857142857143,42,4,53,58,55,47,59
Jeppe Grønning,32.857142857142854,50,3,40,27,44,27,39
Glen Rea,31.571428571428573,60,3,40,26,33,31,28
Callum Elder,32.857142857142854,62,2,40,29,32,29,36
Abdallah Ndour,30.0,59,3,36,24,23,27,38
Lloyd Jones,34.42857142857143,61,2,44,24,28,36,46
Juan Garro,49.0,63,3,58,61,55,36,67
Luis Jeréz Silva,45.285714285714285,60,3,52,52,64,40,46
Rodrigo Contreras,46.285714285714285,55,3,59,64,64,36,43
Lucas Kruspzky,33.0,52,3,31,30,33,38,44
Javier Burrai,15.714285714285714,12,2,20,19,16,12,29
Dalibor Pleva,40.142857142857146,48,2,56,41,53,33,48
Jack Marriott,47.714285714285715,56,4,59,63,59,33,60
Patricio Jerez,37.285714285714285,54,2,63,21,47,28,46
Roberto Saldías,52.0,61,3,61,59,61,58,61
David Reyes,17.857142857142858,17,3,27,14,21,22,21
Joe Wright,30.285714285714285,64,3,44,23,19,29,30
Gauthier Gallon,14.571428571428571,13,2,20,14,15,19,19
Fausto Obeso,44.142857142857146,43,3,66,57,62,40,38
Andrés Ricaurte,45.142857142857146,42,3,55,57,58,40,61
Iván Arboleda,16.142857142857142,19,3,21,16,14,17,23
Diego Rosende,42.42857142857143,53,3,57,38,61,38,47
Jesús Arrieta,44.42857142857143,58,3,58,63,50,25,54
Niccoló Belloni,45.142857142857146,46,2,60,52,56,53,47
Luca Crecco,43.285714285714285,56,2,62,50,54,35,44
Kasper Junker,48.57142857142857,55,3,69,63,52,35,63
Victor Lekhal,35.57142857142857,60,2,43,30,34,35,45
Scott Harrison,33.142857142857146,61,2,43,27,24,29,46
Alex Kiwomya,43.857142857142854,50,3,51,59,53,36,55
Hosam Aiesh,38.0,34,4,58,43,46,39,42
Timo Plattel,18.0,21,2,22,16,16,18,31
Brad McKay,30.428571428571427,61,3,29,24,28,29,39
Lucas Rougeaux,39.714285714285715,61,3,52,42,37,36,47
Nicolás Albarracín,47.42857142857143,46,3,57,61,64,48,53
Carlton Morris,48.42857142857143,63,3,62,61,55,31,64
Godsway Donyoh,48.142857142857146,52,3,61,62,57,50,52
Kwon Yong Hyun,39.42857142857143,41,4,48,54,42,34,53
Rhys Healey,49.57142857142857,55,2,63,66,60,39,62
Richard Brindley,39.142857142857146,51,3,48,47,37,29,59
Awer Mabil,42.142857142857146,30,2,53,49,45,60,56
Hiram Boateng,43.714285714285715,60,3,64,43,52,43,41
Jamille Matt,48.0,64,3,55,63,50,33,68
Isaac Donkor,32.142857142857146,52,2,36,39,23,29,44
Amando Moreno,45.0,59,3,66,64,45,28,50
Mikkel Desler,49.42857142857143,58,3,58,59,59,51,58
Sondre Tronstad,47.285714285714285,39,4,61,58,60,51,58
Ricardo Santos,27.428571428571427,55,3,35,28,17,29,25
Álex Guanche,17.285714285714285,15,3,26,17,13,18,29
Mahlon Romeo,35.142857142857146,49,3,40,47,27,35,45
Stefan Milosavljevic,12.714285714285714,15,3,15,18,13,13,12
Ronny Marcos,33.142857142857146,57,3,43,29,32,30,38
James Pearson,32.57142857142857,63,3,41,27,26,32,36
Mateusz Cichocki,28.0,60,2,33,24,18,24,35
Jermaine Anderson,40.42857142857143,31,3,53,53,58,42,43
Greg Leigh,39.142857142857146,59,2,44,45,50,35,39
Joris Voest,40.57142857142857,59,3,61,35,46,44,36
Jack Hamilton,15.142857142857142,16,2,22,13,14,16,23
Kelle Roos,17.857142857142858,13,4,34,18,18,15,23
Manuel Vicentini,15.571428571428571,17,3,19,13,16,16,25
Hani Mohammed Al Nahedh,14.857142857142858,19,3,16,20,13,11,22
Marcin Cebula,44.57142857142857,60,3,63,54,55,40,37
Fabrice Olinga,41.42857142857143,33,3,58,48,47,50,51
Saleh Al Shehri,49.285714285714285,60,2,63,60,55,37,68
Bader Mansour Al Seliteen,38.42857142857143,47,3,52,41,56,32,38
Abdullah Al Sdairy,15.142857142857142,15,3,23,12,17,17,19
Waleed Mojammami,45.714285714285715,43,2,73,45,56,66,35
Jamaan Ibrahim Al Dawsari,32.142857142857146,71,3,38,22,23,29,39
Pål Vestly Heigre,15.0,16,3,18,20,19,13,16
Frederik Møller,44.857142857142854,52,3,63,51,42,61,42
Lee Woo Hyeok,43.714285714285715,60,3,49,33,63,53,45
Blake Powell,45.57142857142857,59,3,60,64,48,26,59
Manuel Kuttin,16.857142857142858,22,3,34,11,19,13,16
Christian Schilling,29.0,52,3,26,33,28,26,35
Andreas Kuen,44.285714285714285,48,4,63,52,54,40,49
Krzysztof Kamiński,16.0,12,3,25,18,14,17,23
Jack King,50.857142857142854,63,3,61,53,60,51,65
Ryan McLaughlin,34.57142857142857,42,3,25,51,28,34,59
Ismahil Akinade,45.142857142857146,56,2,61,66,51,29,51
Janoi Donacien,34.57142857142857,62,2,50,23,35,24,46
Daniel Bachmann,17.0,12,3,21,17,15,20,31
Simon Grether,47.857142857142854,60,3,64,43,53,55,57
Muteb Salem Al Najrani,47.57142857142857,58,3,64,62,60,30,56
Ala'a Al Rishani,46.714285714285715,48,3,63,45,56,56,56
Majed Hazazi,36.57142857142857,41,2,46,36,48,47,36
Freddie Ladapo,47.714285714285715,60,3,63,60,55,31,62
Kieron Morris,45.0,33,2,67,56,66,42,49
Reda Jaadi,44.285714285714285,40,3,52,47,57,58,53
Ryan Edwards,35.57142857142857,63,3,47,28,22,38,48
Jordan Moore-Taylor,35.857142857142854,62,2,51,25,25,47,39
Héctor Cuevas,47.42857142857143,66,3,56,66,51,29,61
Jon Guthrie,30.142857142857142,58,3,31,21,18,49,31
Moon Sang Yun,49.857142857142854,55,3,59,46,52,67,67
Matthew Pearson,43.285714285714285,62,3,53,50,51,33,51
Hwang Soon Min,45.57142857142857,56,3,50,58,43,52,57
Brennan Dickenson,50.57142857142857,51,3,69,62,59,56,54
Oh Ban Seok,29.285714285714285,68,3,34,21,16,28,35
Matías Ballini,34.42857142857143,50,4,56,35,34,27,35
Stefan van der Lei,16.571428571428573,12,3,25,19,17,14,26
Kristinn Steindórsson,44.57142857142857,37,3,51,52,55,54,60
Papa Diouf,44.857142857142854,44,3,66,58,54,34,55
Jamie Sendles-White,36.0,61,3,42,29,32,39,46
Henri Anier,50.714285714285715,61,4,74,61,59,30,66
Jon Helge Tveita,44.57142857142857,56,3,64,50,60,39,40
Adam Campbell,48.857142857142854,60,2,64,59,54,40,63
Christy Pym,19.428571428571427,15,4,23,13,16,42,23
Ryan Brunt,48.285714285714285,64,4,69,61,56,26,58
Tom Hopper,46.42857142857143,63,3,56,62,50,30,61
Henrik Kjelsrud Johansen,46.142857142857146,66,3,63,61,43,32,55
Tom Thorpe,37.57142857142857,64,3,43,23,43,43,44
Cameron McGeehan,50.285714285714285,52,3,61,62,54,56,64
Abel Masuero,46.285714285714285,68,3,72,28,50,60,43
Kurtis Guthrie,47.42857142857143,58,3,64,63,54,27,63
Mergim Brahimi,43.0,48,3,58,50,37,51,54
Daniel Schütz,52.0,58,3,64,55,59,61,64
Jamal Blackman,18.857142857142858,18,3,23,19,16,12,41
James Baxendale,45.285714285714285,33,3,62,56,56,53,54
Fernando Lewis,45.0,61,2,66,57,54,21,54
Yven Moyo,49.857142857142854,57,3,51,54,52,62,70
Toni Vastić,51.285714285714285,68,3,65,55,59,46,63
Adil Nabi,52.0,55,3,62,59,58,66,61
Chris Kane,51.285714285714285,65,3,69,64,58,51,49
Liam Polworth,44.42857142857143,46,3,56,49,60,52,45
Mickaël Barreto,46.857142857142854,47,4,57,60,52,53,55
Damian Byrtek,28.571428571428573,65,3,23,12,23,40,34
Sebastian Ziajka,47.57142857142857,54,4,67,44,60,55,49
Ryan Jackson,34.57142857142857,37,3,57,43,26,35,41
Fabinho,43.714285714285715,45,3,53,52,50,51,52
Alex Horwath,16.428571428571427,18,3,35,13,15,14,17
Sonny Bradley,27.857142857142858,60,3,35,29,27,22,19
Joel Chianese,46.42857142857143,42,3,60,59,54,52,55
Miles Storey,46.714285714285715,54,3,57,64,50,48,51
Daniel Devine,31.428571428571427,65,1,39,26,23,18,48
Dominic Vose,46.142857142857146,39,3,56,51,61,56,57
Ellis Harrison,50.857142857142854,57,4,64,63,52,48,68
Anders Bååth,47.42857142857143,66,2,68,45,58,42,51
Haydn Hollis,27.857142857142858,65,2,36,22,22,21,27
Jacob Ericsson,39.285714285714285,41,2,53,40,46,49,44
Guðmundur Kristjánsson,48.285714285714285,60,3,71,52,53,47,52
Paul McCallum,51.142857142857146,68,2,65,64,53,47,59
Michael Harriman,39.285714285714285,60,2,45,43,52,29,44
Jack McBean,54.0,61,3,75,60,46,70,63
Im Ha Ram,34.0,61,3,36,35,33,36,34
Li Jianbin,20.857142857142858,22,3,21,19,23,30,28
Roberto Lopes,31.0,56,3,43,23,25,28,39
Eirik Birkelund,47.0,44,4,66,40,53,59,63
Louis Bostyn,9.714285714285714,5,3,3,2,10,21,24
Mikkel Engvang Cramer,46.285714285714285,50,3,68,53,48,48,54
Jakub Słowik,13.428571428571429,14,2,13,15,14,18,18
Ben Garratt,12.857142857142858,14,2,21,12,13,15,13
Jamie Reckord,39.0,57,3,53,46,24,45,45
Alessandro Salvi,48.42857142857143,54,2,62,45,57,59,60
Lawson D'Ath,45.857142857142854,47,3,63,60,64,35,49
Clark Robertson,30.857142857142858,59,3,35,22,28,36,33
Conor Thomas,43.857142857142854,60,3,56,42,51,48,47
Eray İşcan,11.714285714285714,11,1,20,11,11,14,14
Ryan Connolly,46.42857142857143,49,3,56,50,56,56,55
Jimmy Spencer,47.142857142857146,58,2,61,58,55,36,60
Marcus Vinícius,53.57142857142857,63,3,63,71,60,45,70
Jonas Lindberg,47.714285714285715,52,2,60,63,63,54,40
Joseph Biersard,11.857142857142858,15,2,11,11,13,14,17
Robbie Benson,51.857142857142854,54,3,66,59,65,58,58
Endoğan Adili,43.0,42,3,61,60,52,31,52
Martin Rauschenberg,33.285714285714285,61,2,44,32,33,35,26
Willi Evseev,42.42857142857143,55,3,49,48,47,47,48
Song Chang Ho,53.857142857142854,51,3,68,62,68,62,63
Brendan Hamill,40.42857142857143,62,3,55,33,52,31,47
Josh Rose,42.42857142857143,48,4,38,54,57,37,59
Kristoffer Barmen,55.42857142857143,67,3,75,62,65,62,54
Nicky Low,43.42857142857143,58,3,54,49,43,56,41
Jake Jervis,46.285714285714285,61,3,61,58,55,29,57
Yannick Kakoko,51.857142857142854,61,3,58,65,63,48,65
Andreas Andersson,13.428571428571429,16,3,18,11,14,15,17
Kwesi Appiah,47.42857142857143,51,4,56,62,54,47,58
Alex Wynter,43.142857142857146,64,3,47,45,49,49,45
Adolfo Machado,32.0,39,2,42,27,37,33,44
Edemir Rodríguez,27.142857142857142,35,3,45,17,16,38,36
John Dunleavy,35.857142857142854,55,4,52,42,15,36,47
Mark Halstead,12.714285714285714,18,2,14,15,15,12,13
Ryang Yong Gi,45.714285714285715,46,3,52,53,64,53,49
Emil Drozdowicz,49.0,45,4,63,65,58,55,53
Cristian Montano,45.57142857142857,36,3,64,58,52,51,55
Jordan Cook,49.0,55,3,55,59,57,54,60
Troy Brown,31.714285714285715,63,2,51,25,20,30,31
James Hanson,49.857142857142854,74,3,71,61,58,23,59
Olly Lee,47.857142857142854,53,3,63,53,56,54,53
Ashley Hemmings,47.285714285714285,48,3,69,54,52,57,48
Fran,13.714285714285714,10,2,22,13,9,25,15
Soufiane Bidaoui,47.42857142857143,48,4,62,50,57,56,55
Hwang Jae Hun,43.57142857142857,55,3,55,45,60,41,46
Sultan Khalef Al Beshi,36.57142857142857,53,3,55,43,50,18,34
Sean McConville,44.142857142857146,32,3,57,58,60,61,38
Hakeem Araba,51.285714285714285,62,2,76,60,58,39,62
Dominik Hofbauer,55.285714285714285,57,3,72,56,65,71,63
Reuben Noble-Lazarus,47.57142857142857,54,4,62,61,59,34,59
Dane Massey,49.57142857142857,63,3,56,50,58,67,50
Bartosz Rymaniak,38.42857142857143,59,2,61,27,53,32,35
Sam Slocombe,14.0,11,3,25,14,15,11,19
Shannon Cole,49.857142857142854,44,5,60,50,60,71,59
Kjell Knops,44.0,64,3,46,48,48,54,45
Enrico Pezzi,29.142857142857142,58,3,38,17,18,33,37
David Ball,52.857142857142854,57,3,66,60,59,58,67
Ryan McGivern,37.42857142857143,61,3,51,32,43,33,39
